,date,state,unit_sales
603,2017-02-08,Pastaza,5106.892000000001
604,2017-02-08,Pichincha,437854.98399999907
605,2017-02-08,Santa Elena,8069.781000000004
606,2017-02-08,Santo Domingo de los Tsachilas,23963.81299999999
607,2017-02-08,Tungurahua,28167.69199999999
608,2017-02-09,Azuay,33530.57199999999
609,2017-02-09,Bolivar,8051.557
610,2017-02-09,Chimborazo,6109.82
611,2017-02-09,Cotopaxi,12291.048
612,2017-02-09,El Oro,20852.296000000017
613,2017-02-09,Esmeraldas,12210.068
614,2017-02-09,Guayas,93005.28600000008
615,2017-02-09,Imbabura,7293.807
616,2017-02-09,Loja,8140.823999999998
617,2017-02-09,Los Rios,17138.275000000005
618,2017-02-09,Manabi,13801.668000000005
619,2017-02-09,Pastaza,5129.338999999997
620,2017-02-09,Pichincha,338544.05699999887
621,2017-02-09,Santa Elena,6856.564000000001
622,2017-02-09,Santo Domingo de los Tsachilas,19876.01499999999
623,2017-02-09,Tungurahua,21556.29200000001
624,2017-02-10,Azuay,37133.71099999999
625,2017-02-10,Bolivar,7597.483
626,2017-02-10,Chimborazo,6187.362999999999
627,2017-02-10,Cotopaxi,12178.725000000002
628,2017-02-10,El Oro,22137.588000000003
629,2017-02-10,Esmeraldas,11757.494000000004
630,2017-02-10,Guayas,116333.50100000005
631,2017-02-10,Imbabura,6979.687999999998
632,2017-02-10,Loja,10376.27
633,2017-02-10,Los Rios,16789.803000000018
634,2017-02-10,Manabi,16888.341000000004
635,2017-02-10,Pastaza,5499.964999999999
636,2017-02-10,Pichincha,420857.5240000001
637,2017-02-10,Santa Elena,13225.24699999999
638,2017-02-10,Santo Domingo de los Tsachilas,21958.297000000028
639,2017-02-10,Tungurahua,26306.23999999999
640,2017-02-11,Azuay,46750.96200000004
641,2017-02-11,Bolivar,11193.999000000002
642,2017-02-11,Chimborazo,10968.458999999997
643,2017-02-11,Cotopaxi,17442.299999999992
644,2017-02-11,El Oro,29046.630999999994
645,2017-02-11,Esmeraldas,14736.605
646,2017-02-11,Guayas,137862.09300000005
647,2017-02-11,Imbabura,8724.970000000001
648,2017-02-11,Loja,16078.86
649,2017-02-11,Los Rios,23719.802000000018
650,2017-02-11,Manabi,22052.69999999999
651,2017-02-11,Pastaza,6517.002999999999
652,2017-02-11,Pichincha,519171.5700000003
653,2017-02-11,Santa Elena,14601.69499999999
654,2017-02-11,Santo Domingo de los Tsachilas,32304.886000000028
655,2017-02-11,Tungurahua,33752.118000000024
656,2017-02-12,Azuay,46570.42200000006
657,2017-02-12,Bolivar,13794.838999999996
658,2017-02-12,Chimborazo,6539.0369999999975
659,2017-02-12,Cotopaxi,16356.976999999993
660,2017-02-12,El Oro,29590.718000000015
661,2017-02-12,Esmeraldas,17684.62699999999
662,2017-02-12,Guayas,151042.85400000005
663,2017-02-12,Imbabura,6914.429000000002
664,2017-02-12,Loja,15400.588999999996
665,2017-02-12,Los Rios,27258.171000000017
666,2017-02-12,Manabi,26984.849000000017
667,2017-02-12,Pastaza,6583.006
668,2017-02-12,Pichincha,625173.0039999988
669,2017-02-12,Santa Elena,8899.267000000003
670,2017-02-12,Santo Domingo de los Tsachilas,38341.912999999986
671,2017-02-12,Tungurahua,37686.19799999998
672,2017-02-13,Azuay,44277.00700000005
673,2017-02-13,Bolivar,9543.910000000002
674,2017-02-13,Chimborazo,8740.383000000002
675,2017-02-13,Cotopaxi,15531.124999999996
676,2017-02-13,El Oro,27185.144000000008
677,2017-02-13,Esmeraldas,11502.424
678,2017-02-13,Guayas,117926.22500000012
679,2017-02-13,Imbabura,8978.591000000004
680,2017-02-13,Loja,11639.987000000001
681,2017-02-13,Los Rios,20045.810000000005
682,2017-02-13,Manabi,19009.905000000006
683,2017-02-13,Pastaza,6468.5229999999965
684,2017-02-13,Pichincha,429363.56400000036
685,2017-02-13,Santa Elena,7797.6290000000035
686,2017-02-13,Santo Domingo de los Tsachilas,26020.629000000026
687,2017-02-13,Tungurahua,30283.575999999997
688,2017-02-14,Azuay,35516.56300000001
689,2017-02-14,Bolivar,7698.877999999999
690,2017-02-14,Chimborazo,6744.111
691,2017-02-14,Cotopaxi,12566.379
692,2017-02-14,El Oro,21712.472999999994
693,2017-02-14,Esmeraldas,11633.332999999997
694,2017-02-14,Guayas,107619.9650000001
695,2017-02-14,Imbabura,8423.847000000002
696,2017-02-14,Loja,8827.393
697,2017-02-14,Los Rios,19821.281000000003
698,2017-02-14,Manabi,16182.953000000001
699,2017-02-14,Pastaza,5826.103999999999
700,2017-02-14,Pichincha,326573.0050000001
701,2017-02-14,Santa Elena,6514.6230000000005
702,2017-02-14,Santo Domingo de los Tsachilas,25303.61499999998
703,2017-02-14,Tungurahua,21648.664000000004
704,2017-02-15,Azuay,39895.768000000025
705,2017-02-15,Bolivar,7197.933999999999
706,2017-02-15,Chimborazo,6224.338
707,2017-02-15,Cotopaxi,13174.939999999995
708,2017-02-15,El Oro,24462.851
709,2017-02-15,Esmeraldas,11967.161000000002
710,2017-02-15,Guayas,124701.70400000004
711,2017-02-15,Imbabura,8146.538999999999
712,2017-02-15,Loja,12414.717
713,2017-02-15,Los Rios,16881.346000000005
714,2017-02-15,Manabi,19400.578000000016
715,2017-02-15,Pastaza,5994.621999999998
716,2017-02-15,Pichincha,395921.9239999999
717,2017-02-15,Santa Elena,8088.502999999998
718,2017-02-15,Santo Domingo de los Tsachilas,25876.342999999993
719,2017-02-15,Tungurahua,25431.08700000001
720,2017-02-16,Azuay,36153.502000000015
721,2017-02-16,Bolivar,6308.330000000003
722,2017-02-16,Chimborazo,5938.530000000002
723,2017-02-16,Cotopaxi,12708.939000000002
724,2017-02-16,El Oro,20287.233000000015
725,2017-02-16,Esmeraldas,10919.724999999995
726,2017-02-16,Guayas,106949.00800000003
727,2017-02-16,Imbabura,6376.776
728,2017-02-16,Loja,7890.272999999997
729,2017-02-16,Los Rios,17280.262999999984
730,2017-02-16,Manabi,14565.956999999997
731,2017-02-16,Pastaza,4466.573999999999
732,2017-02-16,Pichincha,346731.5399999998
733,2017-02-16,Santa Elena,6856.664000000003
734,2017-02-16,Santo Domingo de los Tsachilas,20365.290000000008
735,2017-02-16,Tungurahua,22169.652999999988
736,2017-02-17,Azuay,41033.443000000014
737,2017-02-17,Bolivar,8787.641
738,2017-02-17,Chimborazo,5969.119999999999
739,2017-02-17,Cotopaxi,11934.347999999994
740,2017-02-17,El Oro,23886.976000000002
741,2017-02-17,Esmeraldas,11905.989000000001
742,2017-02-17,Guayas,120503.91600000001
743,2017-02-17,Imbabura,7086.419999999997
744,2017-02-17,Loja,10772.180999999997
745,2017-02-17,Los Rios,19858.980000000003
746,2017-02-17,Manabi,17720.116
747,2017-02-17,Pastaza,5454.38
748,2017-02-17,Pichincha,414260.79399999965
749,2017-02-17,Santa Elena,9003.296
750,2017-02-17,Santo Domingo de los Tsachilas,24631.74100000001
751,2017-02-17,Tungurahua,26046.372
752,2017-02-18,Azuay,54297.685000000056
753,2017-02-18,Bolivar,15142.258
754,2017-02-18,Chimborazo,10862.846
755,2017-02-18,Cotopaxi,18331.519
756,2017-02-18,El Oro,33936.54300000001
757,2017-02-18,Esmeraldas,16064.533
758,2017-02-18,Guayas,151236.00100000005
759,2017-02-18,Imbabura,8961.792000000001
760,2017-02-18,Loja,15807.924
761,2017-02-18,Los Rios,27756.657999999974
762,2017-02-18,Manabi,24477.750000000007
763,2017-02-18,Pastaza,6361.303999999999
764,2017-02-18,Pichincha,601157.6859999982
765,2017-02-18,Santa Elena,8130.373000000001
766,2017-02-18,Santo Domingo de los Tsachilas,33451.234000000004
767,2017-02-18,Tungurahua,37418.73799999998
768,2017-02-19,Azuay,40582.759999999944
769,2017-02-19,Bolivar,10460.319000000001
770,2017-02-19,Chimborazo,5690.905999999999
771,2017-02-19,Cotopaxi,13064.206999999997
772,2017-02-19,El Oro,25911.853000000006
773,2017-02-19,Esmeraldas,15584.491000000009
774,2017-02-19,Guayas,119851.15299999989
775,2017-02-19,Imbabura,6898.774
776,2017-02-19,Loja,14992.003999999995
777,2017-02-19,Los Rios,21419.08
778,2017-02-19,Manabi,22296.533000000003
779,2017-02-19,Pastaza,6740.588999999996
780,2017-02-19,Pichincha,481698.83499999985
781,2017-02-19,Santa Elena,4863.748
782,2017-02-19,Santo Domingo de los Tsachilas,35148.89000000001
783,2017-02-19,Tungurahua,33692.980999999985
784,2017-02-20,Azuay,41425.547000000006
785,2017-02-20,Bolivar,10406.576999999997
786,2017-02-20,Chimborazo,8536.857
787,2017-02-20,Cotopaxi,15194.598999999998
788,2017-02-20,El Oro,26764.47500000001
789,2017-02-20,Esmeraldas,14764.029000000004
790,2017-02-20,Guayas,122059.61500000012
791,2017-02-20,Imbabura,9569.636
792,2017-02-20,Loja,10572.503000000002
793,2017-02-20,Los Rios,20511.66700000001
794,2017-02-20,Manabi,18564.374999999996
795,2017-02-20,Pastaza,5813.278999999999
796,2017-02-20,Pichincha,392746.36700000026
797,2017-02-20,Santa Elena,7245.352999999998
798,2017-02-20,Santo Domingo de los Tsachilas,27309.371000000017
799,2017-02-20,Tungurahua,27635.810000000005
800,2017-02-21,Azuay,39504.155000000006
801,2017-02-21,Bolivar,11537.048999999999
802,2017-02-21,Chimborazo,7166.976999999999
803,2017-02-21,Cotopaxi,13889.541000000005
804,2017-02-21,El Oro,23525.43000000001
805,2017-02-21,Esmeraldas,15508.874000000007
806,2017-02-21,Guayas,115894.02500000002
807,2017-02-21,Imbabura,9389.258999999998
808,2017-02-21,Loja,7797.125999999999
809,2017-02-21,Los Rios,22305.374000000003
810,2017-02-21,Manabi,15750.148000000001
811,2017-02-21,Pastaza,5328.767
812,2017-02-21,Pichincha,371873.81600000075
813,2017-02-21,Santa Elena,7621.9599999999955
814,2017-02-21,Santo Domingo de los Tsachilas,24316.616999999995
815,2017-02-21,Tungurahua,26397.558999999994
816,2017-02-22,Azuay,41042.19800000003
817,2017-02-22,Bolivar,9585.006
818,2017-02-22,Chimborazo,7847.457000000001
819,2017-02-22,Cotopaxi,13143.929999999998
820,2017-02-22,El Oro,26599.585000000003
821,2017-02-22,Esmeraldas,12272.225999999993
822,2017-02-22,Guayas,113911.34199999996
823,2017-02-22,Imbabura,7632.195000000002
824,2017-02-22,Loja,12699.212999999998
825,2017-02-22,Los Rios,17000.459000000003
826,2017-02-22,Manabi,21451.433
827,2017-02-22,Pastaza,5618.664
828,2017-02-22,Pichincha,389214.9790000007
829,2017-02-22,Santa Elena,11326.294000000002
830,2017-02-22,Santo Domingo de los Tsachilas,24864.019000000008
831,2017-02-22,Tungurahua,25179.034999999978
832,2017-02-23,Azuay,38188.09399999996
833,2017-02-23,Bolivar,9380.057000000003
834,2017-02-23,Chimborazo,7541.0059999999985
835,2017-02-23,Cotopaxi,13220.029
836,2017-02-23,El Oro,22400.173000000006
837,2017-02-23,Esmeraldas,12749.903999999999
838,2017-02-23,Guayas,109355.47200000004
839,2017-02-23,Imbabura,8280.078000000001
840,2017-02-23,Loja,11092.816
841,2017-02-23,Los Rios,19426.641999999996
842,2017-02-23,Manabi,16218.209999999997
843,2017-02-23,Pastaza,5087.554999999999
844,2017-02-23,Pichincha,342609.3110000005
845,2017-02-23,Santa Elena,11545.91399999999
846,2017-02-23,Santo Domingo de los Tsachilas,23116.702999999987
847,2017-02-23,Tungurahua,25366.53600000002
848,2017-02-24,Azuay,47306.217000000026
849,2017-02-24,Bolivar,15323.354000000001
850,2017-02-24,Chimborazo,8286.130000000001
851,2017-02-24,Cotopaxi,13072.332000000002
852,2017-02-24,El Oro,25234.244000000017
853,2017-02-24,Esmeraldas,15449.864000000009
854,2017-02-24,Guayas,129004.36399999978
855,2017-02-24,Imbabura,6951.312000000003
856,2017-02-24,Loja,13272.528999999995
857,2017-02-24,Los Rios,19943.051999999996
858,2017-02-24,Manabi,20688.665
859,2017-02-24,Pastaza,6233.369
860,2017-02-24,Pichincha,412215.8400000006
861,2017-02-24,Santa Elena,25383.2
862,2017-02-24,Santo Domingo de los Tsachilas,24878.463999999993
863,2017-02-24,Tungurahua,32954.56300000001
864,2017-02-25,Azuay,50642.96200000002
865,2017-02-25,Bolivar,13958.785
866,2017-02-25,Chimborazo,12037.301
867,2017-02-25,Cotopaxi,17509.992000000002
868,2017-02-25,El Oro,33581.64800000001
869,2017-02-25,Esmeraldas,19630.93500000001
870,2017-02-25,Guayas,166808.58400000012
871,2017-02-25,Imbabura,9321.609000000002
872,2017-02-25,Loja,17859.313999999995
873,2017-02-25,Los Rios,29749.721000000016
874,2017-02-25,Manabi,28532.455
875,2017-02-25,Pastaza,7131.879
876,2017-02-25,Pichincha,506520.8299999998
877,2017-02-25,Santa Elena,39140.266999999985
878,2017-02-25,Santo Domingo de los Tsachilas,36516.065000000024
879,2017-02-25,Tungurahua,37068.87599999999
880,2017-02-26,Azuay,25341.66699999999
881,2017-02-26,Bolivar,5801.8279999999995
882,2017-02-26,Chimborazo,5209.537999999999
883,2017-02-26,Cotopaxi,13393.933
884,2017-02-26,El Oro,22458.734999999997
885,2017-02-26,Esmeraldas,15381.590000000006
886,2017-02-26,Guayas,123952.93199999999
887,2017-02-26,Imbabura,6090.425000000003
888,2017-02-26,Loja,10171.302
889,2017-02-26,Los Rios,18649.359999999997
890,2017-02-26,Manabi,25866.621000000006
891,2017-02-26,Pastaza,6480.841000000001
892,2017-02-26,Pichincha,415810.72499999986
893,2017-02-26,Santa Elena,29087.077999999983
894,2017-02-26,Santo Domingo de los Tsachilas,28044.84200000001
895,2017-02-26,Tungurahua,23967.571000000014
896,2017-02-27,Azuay,24079.087999999992
897,2017-02-27,Bolivar,8885.886
898,2017-02-27,Chimborazo,5482.334000000002
899,2017-02-27,Cotopaxi,12320.085000000006
900,2017-02-27,El Oro,19093.986999999994
901,2017-02-27,Esmeraldas,14039.793000000001
902,2017-02-27,Guayas,110078.81799999998
903,2017-02-27,Imbabura,6265.941000000002
904,2017-02-27,Loja,8967.508000000003
905,2017-02-27,Los Rios,15157.287000000004
906,2017-02-27,Manabi,15800.829999999996
907,2017-02-27,Pastaza,4901.1569999999965
908,2017-02-27,Pichincha,427032.1160000003
909,2017-02-27,Santa Elena,20828.466999999993
910,2017-02-27,Santo Domingo de los Tsachilas,21845.853999999992
911,2017-02-27,Tungurahua,30177.79699999999
912,2017-02-28,Azuay,37222.02000000002
913,2017-02-28,Bolivar,12645.083999999999
914,2017-02-28,Chimborazo,7337.521
915,2017-02-28,Cotopaxi,15742.815000000006
916,2017-02-28,El Oro,21377.304000000015
917,2017-02-28,Esmeraldas,13378.734999999999
918,2017-02-28,Guayas,130268.55699999983
919,2017-02-28,Imbabura,6114.830999999998
920,2017-02-28,Loja,13280.318000000001
921,2017-02-28,Los Rios,20512.12800000001
922,2017-02-28,Manabi,18218.760999999995
923,2017-02-28,Pastaza,8401.989999999998
924,2017-02-28,Pichincha,574030.5359999986
925,2017-02-28,Santa Elena,10656.864000000001
926,2017-02-28,Santo Domingo de los Tsachilas,27096.340999999982
927,2017-02-28,Tungurahua,33083.02399999998
928,2017-03-01,Azuay,58926.95599999996
929,2017-03-01,Bolivar,13882.804000000004
930,2017-03-01,Chimborazo,10194.430999999997
931,2017-03-01,Cotopaxi,18196.68099999999
932,2017-03-01,El Oro,34426.630000000005
933,2017-03-01,Esmeraldas,16981.611000000004
934,2017-03-01,Guayas,149287.76000000015
935,2017-03-01,Imbabura,11125.641999999998
936,2017-03-01,Loja,18035.972
937,2017-03-01,Los Rios,28113.10299999999
938,2017-03-01,Manabi,24259.876999999997
939,2017-03-01,Pastaza,9615.898000000001
940,2017-03-01,Pichincha,528591.4650000002
941,2017-03-01,Santa Elena,14691.821000000007
942,2017-03-01,Santo Domingo de los Tsachilas,34752.923000000024
943,2017-03-01,Tungurahua,37438.136000000035
944,2017-03-02,Azuay,48513.046999999984
945,2017-03-02,Bolivar,10671.757000000001
946,2017-03-02,Chimborazo,9712.973000000002
947,2017-03-02,Cotopaxi,16980.573
948,2017-03-02,El Oro,27389.293999999983
949,2017-03-02,Esmeraldas,15724.062999999991
950,2017-03-02,Guayas,125553.51199999993
951,2017-03-02,Imbabura,9349.265999999998
952,2017-03-02,Loja,13568.353999999994
953,2017-03-02,Los Rios,26006.515000000014
954,2017-03-02,Manabi,18205.119999999995
955,2017-03-02,Pastaza,7710.293999999999
956,2017-03-02,Pichincha,437234.7530000004
957,2017-03-02,Santa Elena,9113.609000000006
958,2017-03-02,Santo Domingo de los Tsachilas,30242.247999999996
959,2017-03-02,Tungurahua,30249.800999999978
960,2017-03-03,Azuay,47369.554000000026
961,2017-03-03,Bolivar,10120.031000000004
962,2017-03-03,Chimborazo,9115.759
963,2017-03-03,Cotopaxi,14553.682000000003
964,2017-03-03,El Oro,27427.948
965,2017-03-03,Esmeraldas,14335.644000000004
966,2017-03-03,Guayas,128418.65699999993
967,2017-03-03,Imbabura,9813.555000000002
968,2017-03-03,Loja,11802.245
969,2017-03-03,Los Rios,20185.398999999994
970,2017-03-03,Manabi,20061.777999999995
971,2017-03-03,Pastaza,6919.979
972,2017-03-03,Pichincha,486198.80599999987
973,2017-03-03,Santa Elena,14041.287000000002
974,2017-03-03,Santo Domingo de los Tsachilas,30471.76999999999
975,2017-03-03,Tungurahua,31803.68100000002
976,2017-03-04,Azuay,66551.98600000005
977,2017-03-04,Bolivar,15011.823
978,2017-03-04,Chimborazo,13015.227
979,2017-03-04,Cotopaxi,21087.078999999987
980,2017-03-04,El Oro,30153.248000000003
981,2017-03-04,Esmeraldas,16603.446999999996
982,2017-03-04,Guayas,147540.48999999982
983,2017-03-04,Imbabura,9799.954999999998
984,2017-03-04,Loja,19928.721999999994
985,2017-03-04,Los Rios,27221.463999999993
986,2017-03-04,Manabi,22836.461000000007
987,2017-03-04,Pastaza,8319.426000000001
988,2017-03-04,Pichincha,634886.367
989,2017-03-04,Santa Elena,14373.133999999996
990,2017-03-04,Santo Domingo de los Tsachilas,36325.905
991,2017-03-04,Tungurahua,42081.61299999999
992,2017-03-05,Azuay,60994.13099999991
993,2017-03-05,Bolivar,11025.641
994,2017-03-05,Chimborazo,8305.319
995,2017-03-05,Cotopaxi,18574.308000000005
996,2017-03-05,El Oro,26998.50400000001
997,2017-03-05,Esmeraldas,15158.345000000001
998,2017-03-05,Guayas,148236.39499999976
999,2017-03-05,Imbabura,9538.027999999993
1000,2017-03-05,Loja,19248.68500000001
1001,2017-03-05,Los Rios,25923.178000000007
1002,2017-03-05,Manabi,27245.472000000005
1003,2017-03-05,Pastaza,9369.946
1004,2017-03-05,Pichincha,719913.7180000007
1005,2017-03-05,Santa Elena,8751.028000000004
1006,2017-03-05,Santo Domingo de los Tsachilas,44082.882000000005
1007,2017-03-05,Tungurahua,43618.11000000002
1008,2017-03-06,Azuay,48732.99000000001
1009,2017-03-06,Bolivar,8644.135999999997
1010,2017-03-06,Chimborazo,8362.931
1011,2017-03-06,Cotopaxi,16326.046000000004
1012,2017-03-06,El Oro,28482.264000000014
1013,2017-03-06,Esmeraldas,14840.746000000001
1014,2017-03-06,Guayas,106325.18300000006
1015,2017-03-06,Imbabura,10221.678
1016,2017-03-06,Loja,10972.437000000007
1017,2017-03-06,Los Rios,22016.21800000001
1018,2017-03-06,Manabi,15031.339000000004
1019,2017-03-06,Pastaza,6945.502999999999
1020,2017-03-06,Pichincha,428920.8710000005
1021,2017-03-06,Santa Elena,7048.106
1022,2017-03-06,Santo Domingo de los Tsachilas,29814.610000000037
1023,2017-03-06,Tungurahua,27458.183
1024,2017-03-07,Azuay,41274.959999999985
1025,2017-03-07,Bolivar,8521.010000000004
1026,2017-03-07,Chimborazo,9287.258000000002
1027,2017-03-07,Cotopaxi,14755.284000000001
1028,2017-03-07,El Oro,30475.807000000008
1029,2017-03-07,Esmeraldas,13918.705000000004
1030,2017-03-07,Guayas,126829.70600000012
1031,2017-03-07,Imbabura,9287.776000000002
1032,2017-03-07,Loja,9840.115000000002
1033,2017-03-07,Los Rios,20478.60199999999
1034,2017-03-07,Manabi,15349.485000000004
1035,2017-03-07,Pastaza,6664.659
1036,2017-03-07,Pichincha,392718.0799999998
1037,2017-03-07,Santa Elena,6323.371000000002
1038,2017-03-07,Santo Domingo de los Tsachilas,31497.990000000027
1039,2017-03-07,Tungurahua,24643.922000000017
1040,2017-03-08,Azuay,40461.87000000001
1041,2017-03-08,Bolivar,7051.216000000001
1042,2017-03-08,Chimborazo,6912.735999999999
1043,2017-03-08,Cotopaxi,15817.019
1044,2017-03-08,El Oro,32802.46199999999
1045,2017-03-08,Esmeraldas,11863.671999999993
1046,2017-03-08,Guayas,123805.2300000002
1047,2017-03-08,Imbabura,8839.402999999998
1048,2017-03-08,Loja,14005.796999999999
1049,2017-03-08,Los Rios,16497.524999999998
1050,2017-03-08,Manabi,18224.891999999993
1051,2017-03-08,Pastaza,5319.583
1052,2017-03-08,Pichincha,414182.42000000103
1053,2017-03-08,Santa Elena,11219.707999999999
1054,2017-03-08,Santo Domingo de los Tsachilas,28365.614999999976
1055,2017-03-08,Tungurahua,25677.513999999996
1056,2017-03-09,Azuay,35110.781999999985
1057,2017-03-09,Bolivar,7446.494000000001
1058,2017-03-09,Chimborazo,6396.9519999999975
1059,2017-03-09,Cotopaxi,12514.297999999999
1060,2017-03-09,El Oro,23749.574999999993
1061,2017-03-09,Esmeraldas,12808.433
1062,2017-03-09,Guayas,107946.27100000017
1063,2017-03-09,Imbabura,8109.164000000001
1064,2017-03-09,Loja,9157.049000000006
1065,2017-03-09,Los Rios,18240.357999999993
1066,2017-03-09,Manabi,14693.159999999998
1067,2017-03-09,Pastaza,5573.167000000002
1068,2017-03-09,Pichincha,337546.10399999993
1069,2017-03-09,Santa Elena,8479.607999999998
1070,2017-03-09,Santo Domingo de los Tsachilas,22033.128999999975
1071,2017-03-09,Tungurahua,24096.64800000002
1072,2017-03-10,Azuay,39396.09999999997
1073,2017-03-10,Bolivar,7482.177
1074,2017-03-10,Chimborazo,6686.315999999998
1075,2017-03-10,Cotopaxi,12680.703000000003
1076,2017-03-10,El Oro,21848.83600000001
1077,2017-03-10,Esmeraldas,12067.868000000002
1078,2017-03-10,Guayas,120263.85599999996
1079,2017-03-10,Imbabura,7255.2980000000025
1080,2017-03-10,Loja,11159.383000000002
1081,2017-03-10,Los Rios,18711.14400000001
1082,2017-03-10,Manabi,16740.612000000005
1083,2017-03-10,Pastaza,5426.863000000001
1084,2017-03-10,Pichincha,427418.55899999995
1085,2017-03-10,Santa Elena,15381.609
1086,2017-03-10,Santo Domingo de los Tsachilas,22009.33899999998
1087,2017-03-10,Tungurahua,29326.64399999998
1088,2017-03-11,Azuay,52416.065999999984
1089,2017-03-11,Bolivar,14170.566000000006
1090,2017-03-11,Chimborazo,10773.961000000003
1091,2017-03-11,Cotopaxi,17630.621
1092,2017-03-11,El Oro,30221.126
1093,2017-03-11,Esmeraldas,13887.724000000002
1094,2017-03-11,Guayas,139723.02699999974
1095,2017-03-11,Imbabura,8865.915999999997
1096,2017-03-11,Loja,17310.522
1097,2017-03-11,Los Rios,21161.21899999999
1098,2017-03-11,Manabi,22353.62599999999
1099,2017-03-11,Pastaza,6223.6050000000005
1100,2017-03-11,Pichincha,560114.8550000016
1101,2017-03-11,Santa Elena,16584.107
1102,2017-03-11,Santo Domingo de los Tsachilas,28964.09100000001
1103,2017-03-11,Tungurahua,40773.40199999999
1104,2017-03-12,Azuay,55252.99100000002
1105,2017-03-12,Bolivar,10045.936000000007
1106,2017-03-12,Chimborazo,7109.882000000002
1107,2017-03-12,Cotopaxi,16872.51900000001
1108,2017-03-12,El Oro,31720.11500000001
1109,2017-03-12,Esmeraldas,15329.700999999995
1110,2017-03-12,Guayas,147544.5509999997
1111,2017-03-12,Imbabura,7490.273
1112,2017-03-12,Loja,16106.21600000001
1113,2017-03-12,Los Rios,26715.874999999975
1114,2017-03-12,Manabi,28653.636999999995
1115,2017-03-12,Pastaza,7245.167999999999
1116,2017-03-12,Pichincha,688801.3739999994
1117,2017-03-12,Santa Elena,9441.185
1118,2017-03-12,Santo Domingo de los Tsachilas,35223.26800000002
1119,2017-03-12,Tungurahua,42454.136
1120,2017-03-13,Azuay,39831.934000000045
1121,2017-03-13,Bolivar,8179.080999999999
1122,2017-03-13,Chimborazo,6828.016000000001
1123,2017-03-13,Cotopaxi,14972.590999999997
1124,2017-03-13,El Oro,24916.50899999998
1125,2017-03-13,Esmeraldas,12271.27
1126,2017-03-13,Guayas,116627.74399999995
1127,2017-03-13,Imbabura,7880.758000000002
1128,2017-03-13,Loja,11267.225999999999
1129,2017-03-13,Los Rios,17699.813000000002
1130,2017-03-13,Manabi,16889.017999999996
1131,2017-03-13,Pastaza,5957.003
1132,2017-03-13,Pichincha,405771.19999999995
1133,2017-03-13,Santa Elena,9900.159000000003
1134,2017-03-13,Santo Domingo de los Tsachilas,27428.81599999998
1135,2017-03-13,Tungurahua,27969.241999999984
1136,2017-03-14,Azuay,37730.826
1137,2017-03-14,Bolivar,6916.125
1138,2017-03-14,Chimborazo,6562.795999999998
1139,2017-03-14,Cotopaxi,11904.684000000001
1140,2017-03-14,El Oro,23352.73
1141,2017-03-14,Esmeraldas,12785.883000000003
1142,2017-03-14,Guayas,118326.06699999997
1143,2017-03-14,Imbabura,9199.743
1144,2017-03-14,Loja,16923.09500000001
1145,2017-03-14,Los Rios,19367.724999999988
1146,2017-03-14,Manabi,17464.013000000003
1147,2017-03-14,Pastaza,5776.9130000000005
1148,2017-03-14,Pichincha,358424.8929999995
1149,2017-03-14,Santa Elena,8217.262
1150,2017-03-14,Santo Domingo de los Tsachilas,23311.52399999999
1151,2017-03-14,Tungurahua,24733.756
1152,2017-03-15,Azuay,41804.09400000003
1153,2017-03-15,Bolivar,7155.355999999995
1154,2017-03-15,Chimborazo,6998.441
1155,2017-03-15,Cotopaxi,12755.828000000001
1156,2017-03-15,El Oro,25020.02599999998
1157,2017-03-15,Esmeraldas,11761.608000000006
1158,2017-03-15,Guayas,137609.4950000001
1159,2017-03-15,Imbabura,8147.684999999999
1160,2017-03-15,Loja,14112.93
1161,2017-03-15,Los Rios,21258.035999999996
1162,2017-03-15,Manabi,22444.471999999987
1163,2017-03-15,Pastaza,5160.022000000002
1164,2017-03-15,Pichincha,435844.3780000002
1165,2017-03-15,Santa Elena,10426.070000000002
1166,2017-03-15,Santo Domingo de los Tsachilas,27526.327999999972
1167,2017-03-15,Tungurahua,27597.118000000002
1168,2017-03-16,Azuay,35546.32099999999
1169,2017-03-16,Bolivar,7285.428000000002
1170,2017-03-16,Chimborazo,5364.814999999999
1171,2017-03-16,Cotopaxi,11539.116999999998
1172,2017-03-16,El Oro,25336.85800000001
1173,2017-03-16,Esmeraldas,12409.065000000008
1174,2017-03-16,Guayas,119505.58199999994
1175,2017-03-16,Imbabura,6668.685000000001
1176,2017-03-16,Loja,13770.256000000007
1177,2017-03-16,Los Rios,20484.666999999983
1178,2017-03-16,Manabi,15963.407999999992
1179,2017-03-16,Pastaza,5027.556
1180,2017-03-16,Pichincha,360524.0779999999
1181,2017-03-16,Santa Elena,8777.444000000001
1182,2017-03-16,Santo Domingo de los Tsachilas,24620.005999999994
1183,2017-03-16,Tungurahua,26284.880999999998
1184,2017-03-17,Azuay,41685.222
1185,2017-03-17,Bolivar,7895.950999999998
1186,2017-03-17,Chimborazo,6191.352999999999
1187,2017-03-17,Cotopaxi,11408.740000000003
1188,2017-03-17,El Oro,26303.55500000001
1189,2017-03-17,Esmeraldas,10643.820000000003
1190,2017-03-17,Guayas,126820.011
1191,2017-03-17,Imbabura,7985.531000000004
1192,2017-03-17,Loja,11980.871999999998
1193,2017-03-17,Los Rios,18477.368
1194,2017-03-17,Manabi,19595.347999999994
1195,2017-03-17,Pastaza,5161.558999999998
